Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Unit_Price,Total_Amount,Footfall_Count,Energy_Consumption,Month,Year
15860,22-10-2024 19:00,48,84,3,31.3,93.9,50,274.39,10,2024
15861,22-10-2024 20:00,85,92,1,148.69,148.69,52,268.34,10,2024
15862,22-10-2024 21:00,43,99,1,25.02,25.02,49,257.98,10,2024
15863,22-10-2024 22:00,181,21,1,132.78,132.78,47,258.05,10,2024
15864,22-10-2024 23:00,85,6,1,47.62,47.62,35,261.1,10,2024
15865,23-10-2024 00:00,155,71,1,164.87,164.87,40,259.11,10,2024
15866,23-10-2024 01:00,19,93,1,163.52,163.52,38,257.4,10,2024
15867,23-10-2024 02:00,23,53,1,187.71,187.71,39,260.28,10,2024
15868,23-10-2024 03:00,115,87,1,151.24,151.24,38,261.41,10,2024
15869,23-10-2024 04:00,50,52,1,160.42,160.42,31,271.77,10,2024
15870,23-10-2024 05:00,179,69,1,32.88,32.88,36,275.29,10,2024
15871,23-10-2024 06:00,43,86,1,78.38,78.38,34,274.41,10,2024
15872,23-10-2024 07:00,99,9,1,125.57,125.57,48,283.71,10,2024
15873,23-10-2024 08:00,104,96,2,108.66,217.32,44,279.74,10,2024
15874,23-10-2024 09:00,116,74,1,166.13,166.13,54,284.34,10,2024
15875,23-10-2024 10:00,51,46,1,140.19,140.19,61,288.97,10,2024
15876,23-10-2024 11:00,106,92,1,149.83,149.83,61,290.29,10,2024
15877,23-10-2024 12:00,112,75,1,146.98,146.98,53,295.85,10,2024
15878,23-10-2024 13:00,197,71,3,163,489,64,290.67,10,2024
15879,23-10-2024 14:00,169,30,1,27.8,27.8,62,290.49,10,2024
15880,23-10-2024 15:00,72,43,1,25.97,25.97,50,289.86,10,2024
15881,23-10-2024 16:00,139,59,2,27.73,55.46,55,284.5,10,2024
15882,23-10-2024 17:00,80,38,1,38.69,38.69,54,283.2,10,2024
15883,23-10-2024 18:00,180,34,1,189.97,189.97,48,273.4,10,2024
15884,23-10-2024 19:00,151,46,1,138.68,138.68,46,273.62,10,2024
15885,23-10-2024 20:00,49,92,1,152.18,152.18,31,267.06,10,2024
15886,23-10-2024 21:00,166,32,1,49.12,49.12,47,260.18,10,2024
15887,23-10-2024 22:00,47,16,1,51.9,51.9,40,260.51,10,2024
15888,23-10-2024 23:00,72,39,1,142.74,142.74,40,262.49,10,2024
15889,24-10-2024 00:00,7,1,1,86.4,86.4,34,255.57,10,2024
15890,24-10-2024 01:00,66,98,1,98.64,98.64,30,263.42,10,2024
15891,24-10-2024 02:00,77,57,1,34.9,34.9,36,263.16,10,2024
15892,24-10-2024 03:00,62,87,1,153.09,153.09,36,259.95,10,2024
15893,24-10-2024 04:00,157,20,1,70.97,70.97,28,268.32,10,2024
15894,24-10-2024 05:00,38,82,1,132.87,132.87,31,272.83,10,2024
15895,24-10-2024 06:00,125,82,1,134.52,134.52,37,277.44,10,2024
15896,24-10-2024 07:00,84,42,1,113.21,113.21,47,278.88,10,2024
15897,24-10-2024 08:00,161,85,1,73.7,73.7,42,283.2,10,2024
15898,24-10-2024 09:00,29,72,3,55.88,167.64,52,287.53,10,2024
15899,24-10-2024 10:00,114,34,1,194.43,194.43,64,292.02,10,2024
15900,24-10-2024 11:00,79,50,2,53.34,106.68,54,292.07,10,2024
15901,24-10-2024 12:00,23,11,1,23.89,23.89,61,292.62,10,2024
15902,24-10-2024 13:00,106,43,1,25.82,25.82,55,291.17,10,2024
15903,24-10-2024 14:00,131,10,5,146.49,732.45,54,292.28,10,2024
15904,24-10-2024 15:00,101,8,2,173.18,346.36,55,290.55,10,2024
15905,24-10-2024 16:00,173,72,1,56.45,56.45,59,283.15,10,2024
15906,24-10-2024 17:00,8,19,1,101.37,101.37,49,277.68,10,2024
15907,24-10-2024 18:00,86,65,1,70.79,70.79,53,278.06,10,2024
15908,24-10-2024 19:00,117,55,1,127.77,127.77,56,275.76,10,2024
15909,24-10-2024 20:00,29,52,1,152.69,152.69,43,270.19,10,2024
15910,24-10-2024 21:00,2,3,1,151.55,151.55,45,267.79,10,2024
15911,24-10-2024 22:00,113,53,1,191.26,191.26,40,259.29,10,2024
15912,24-10-2024 23:00,178,44,1,177.61,177.61,40,259.59,10,2024
15913,25-10-2024 00:00,65,96,1,109.23,109.23,41,259.65,10,2024
15914,25-10-2024 01:00,108,48,1,113.58,113.58,28,263.95,10,2024
15915,25-10-2024 02:00,20,54,1,173.8,173.8,36,265.57,10,2024
15916,25-10-2024 03:00,180,16,1,53.45,53.45,25,265.91,10,2024
15917,25-10-2024 04:00,37,30,1,28.12,28.12,42,273.59,10,2024
15918,25-10-2024 05:00,72,92,1,148.76,148.76,38,270.67,10,2024
15919,25-10-2024 06:00,27,28,1,113.28,113.28,37,277.96,10,2024
15920,25-10-2024 07:00,175,16,2,52.21,104.42,40,280.72,10,2024
15921,25-10-2024 08:00,123,51,1,195.87,195.87,50,282.06,10,2024
15922,25-10-2024 09:00,134,33,2,31.39,62.78,52,292.04,10,2024
15923,25-10-2024 10:00,188,25,2,102.37,204.74,62,288.15,10,2024
15924,25-10-2024 11:00,45,18,2,112.98,225.96,60,287.03,10,2024
15925,25-10-2024 12:00,172,26,3,164.81,494.43,60,290.81,10,2024
15926,25-10-2024 13:00,83,6,2,48.74,97.48,61,292.53,10,2024
15927,25-10-2024 14:00,146,38,1,37.32,37.32,65,292.1,10,2024
15928,25-10-2024 15:00,120,44,1,186.27,186.27,55,285.05,10,2024
15929,25-10-2024 16:00,65,67,1,44.99,44.99,56,283.93,10,2024
15930,25-10-2024 17:00,25,43,1,26.3,26.3,56,280.07,10,2024
15931,25-10-2024 18:00,27,6,1,47.26,47.26,59,279.54,10,2024
15932,25-10-2024 19:00,135,78,1,33.97,33.97,46,270.81,10,2024
15933,25-10-2024 20:00,172,64,1,84.02,84.02,48,270.22,10,2024
15934,25-10-2024 21:00,106,82,1,130.41,130.41,45,266.54,10,2024
15935,25-10-2024 22:00,157,80,1,41.05,41.05,49,258.75,10,2024
15936,25-10-2024 23:00,44,88,1,130.07,130.07,40,261.91,10,2024
15937,26-10-2024 00:00,107,13,1,166.41,166.41,58,264.65,10,2024
15938,26-10-2024 01:00,36,65,1,70.15,70.15,57,262.63,10,2024
15939,26-10-2024 02:00,147,38,1,37.67,37.67,45,263.46,10,2024
15940,26-10-2024 03:00,6,64,1,84.42,84.42,53,267.18,10,2024
15941,26-10-2024 04:00,153,14,1,57.59,57.59,59,270.12,10,2024
15942,26-10-2024 05:00,159,17,1,75.63,75.63,59,273.52,10,2024
15943,26-10-2024 06:00,9,77,1,154.92,154.92,57,276.01,10,2024
15944,26-10-2024 07:00,165,13,1,168.93,168.93,62,282.47,10,2024
15945,26-10-2024 08:00,155,73,1,21.44,21.44,73,288.37,10,2024
15946,26-10-2024 09:00,13,6,2,48.63,97.26,81,289.31,10,2024
15947,26-10-2024 10:00,41,6,5,49.31,246.55,93,292.95,10,2024
15948,26-10-2024 11:00,128,94,4,126.48,505.92,89,291.03,10,2024
15949,26-10-2024 12:00,66,37,1,73.91,73.91,97,290.47,10,2024
15950,26-10-2024 13:00,85,57,1,36.17,36.17,97,291.7,10,2024
15951,26-10-2024 14:00,24,53,3,186.04,558.12,103,286.8,10,2024
15952,26-10-2024 15:00,44,46,2,136.19,272.38,94,287.57,10,2024
15953,26-10-2024 16:00,106,78,1,33.62,33.62,87,289.05,10,2024
15954,26-10-2024 17:00,98,4,1,127.84,127.84,86,282.34,10,2024
15955,26-10-2024 18:00,60,34,4,189.27,757.08,80,274.71,10,2024
15956,26-10-2024 19:00,9,66,1,119.04,119.04,70,272.4,10,2024
15957,26-10-2024 20:00,130,63,2,167.94,335.88,66,274.57,10,2024
15958,26-10-2024 21:00,56,61,4,87.25,349,64,261.08,10,2024
15959,26-10-2024 22:00,158,81,3,177.74,533.22,71,260.4,10,2024
15960,26-10-2024 23:00,22,42,1,107.63,107.63,66,256.31,10,2024
15961,27-10-2024 00:00,81,78,1,33.83,33.83,65,255.95,10,2024
15962,27-10-2024 01:00,100,64,1,84.83,84.83,56,262.24,10,2024
15963,27-10-2024 02:00,13,17,1,70.83,70.83,58,261.9,10,2024
15964,27-10-2024 03:00,71,61,1,89.43,89.43,62,263.47,10,2024
15965,27-10-2024 04:00,16,30,1,27.82,27.82,53,269.91,10,2024
15966,27-10-2024 05:00,45,43,1,26.68,26.68,47,276.35,10,2024
15967,27-10-2024 06:00,65,93,1,155.16,155.16,50,278.13,10,2024
15968,27-10-2024 07:00,139,7,1,30.98,30.98,72,279.15,10,2024
15969,27-10-2024 08:00,70,73,1,21.02,21.02,73,286.35,10,2024
15970,27-10-2024 09:00,148,46,3,137.65,412.95,85,289.02,10,2024
15971,27-10-2024 10:00,99,23,2,73.32,146.64,89,292.31,10,2024
15972,27-10-2024 11:00,191,36,1,168.44,168.44,91,294.43,10,2024
15973,27-10-2024 12:00,101,14,4,56.84,227.36,95,294.36,10,2024
15974,27-10-2024 13:00,105,20,3,70.2,210.6,102,291.91,10,2024
15975,27-10-2024 14:00,140,56,4,185.65,742.6,93,290.49,10,2024
15976,27-10-2024 15:00,190,81,1,173.94,173.94,89,284.71,10,2024
15977,27-10-2024 16:00,94,32,1,51.18,51.18,84,285.44,10,2024
15978,27-10-2024 17:00,42,25,1,103.71,103.71,102,284.14,10,2024
15979,27-10-2024 18:00,83,94,2,117.01,234.02,80,280.06,10,2024
15980,27-10-2024 19:00,197,49,4,117.52,470.08,79,275.03,10,2024
15981,27-10-2024 20:00,186,57,1,34.81,34.81,70,268.14,10,2024
15982,27-10-2024 21:00,133,27,3,54.42,163.26,61,267.45,10,2024
15983,27-10-2024 22:00,105,27,1,54.06,54.06,66,262.71,10,2024
15984,27-10-2024 23:00,155,46,1,138.19,138.19,56,264.72,10,2024
15985,28-10-2024 00:00,28,95,1,153.75,153.75,38,262.95,10,2024
15986,28-10-2024 01:00,26,45,1,65.69,65.69,27,263.21,10,2024
15987,28-10-2024 02:00,116,26,1,158.53,158.53,27,262.65,10,2024
15988,28-10-2024 03:00,49,14,1,57.82,57.82,35,266.29,10,2024
15989,28-10-2024 04:00,149,48,1,113.61,113.61,33,270.69,10,2024
15990,28-10-2024 05:00,1,85,1,75.86,75.86,36,277.29,10,2024
15991,28-10-2024 06:00,92,92,1,144.74,144.74,31,279.51,10,2024
15992,28-10-2024 07:00,58,15,1,52.69,52.69,38,282.67,10,2024
15993,28-10-2024 08:00,79,94,1,120,120,45,284.32,10,2024
15994,28-10-2024 09:00,183,89,1,181.35,181.35,55,290.15,10,2024
15995,28-10-2024 10:00,81,51,1,191.93,191.93,55,292.37,10,2024
15996,28-10-2024 11:00,26,54,1,183.18,183.18,60,293.62,10,2024
15997,28-10-2024 12:00,153,11,1,23.25,23.25,59,290.44,10,2024
15998,28-10-2024 13:00,77,75,1,144.5,144.5,61,294.6,10,2024
15999,28-10-2024 14:00,161,28,1,112.31,112.31,69,292.5,10,2024
16000,28-10-2024 15:00,72,55,1,123.22,123.22,59,287.07,10,2024
16001,28-10-2024 16:00,69,69,1,32.83,32.83,49,284.49,10,2024
16002,28-10-2024 17:00,6,92,2,151.78,303.56,48,278.7,10,2024
16003,28-10-2024 18:00,23,72,1,56.51,56.51,54,277,10,2024
16004,28-10-2024 19:00,158,26,1,160.09,160.09,39,275.05,10,2024
16005,28-10-2024 20:00,54,70,1,206.93,206.93,50,269.03,10,2024
16006,28-10-2024 21:00,87,32,1,50.52,50.52,45,266.45,10,2024
16007,28-10-2024 22:00,11,48,1,113.96,113.96,40,261.06,10,2024
16008,28-10-2024 23:00,159,96,1,112.03,112.03,42,260.42,10,2024
16009,29-10-2024 00:00,134,12,1,195.84,195.84,40,260.13,10,2024
16010,29-10-2024 01:00,11,70,1,196.4,196.4,30,258.86,10,2024
16011,29-10-2024 02:00,77,77,1,161.04,161.04,38,261.46,10,2024
16012,29-10-2024 03:00,12,61,1,91.06,91.06,34,267.68,10,2024
16013,29-10-2024 04:00,194,34,1,188.02,188.02,33,268.2,10,2024
16014,29-10-2024 05:00,53,87,1,150.68,150.68,31,274.99,10,2024
16015,29-10-2024 06:00,99,81,1,175.85,175.85,31,274.83,10,2024
16016,29-10-2024 07:00,36,45,1,66.77,66.77,46,283.7,10,2024
16017,29-10-2024 08:00,145,60,1,77.2,77.2,53,286.44,10,2024
16018,29-10-2024 09:00,28,65,1,70.99,70.99,48,289.28,10,2024
16019,29-10-2024 10:00,150,71,1,157.85,157.85,56,293.94,10,2024
16020,29-10-2024 11:00,102,13,2,171.45,342.9,67,290.45,10,2024
16021,29-10-2024 12:00,7,78,2,33.92,67.84,52,296.96,10,2024
16022,29-10-2024 13:00,15,81,2,172.5,345,59,292.31,10,2024
16023,29-10-2024 14:00,139,94,2,120.14,240.28,53,295.33,10,2024
16024,29-10-2024 15:00,24,48,1,114.03,114.03,59,291.56,10,2024
16025,29-10-2024 16:00,195,49,1,120.14,120.14,53,287.75,10,2024
16026,29-10-2024 17:00,30,98,1,95.85,95.85,40,278.39,10,2024
16027,29-10-2024 18:00,198,91,1,41.56,41.56,53,272.17,10,2024
16028,29-10-2024 19:00,66,58,1,57.06,57.06,42,272.88,10,2024
16029,29-10-2024 20:00,61,89,1,182.66,182.66,36,272.61,10,2024
16030,29-10-2024 21:00,78,99,1,24.46,24.46,51,265.05,10,2024
16031,29-10-2024 22:00,41,73,1,21.77,21.77,37,261.9,10,2024
16032,29-10-2024 23:00,82,70,1,199.5,199.5,42,262.4,10,2024
16033,30-10-2024 00:00,51,61,1,93.1,93.1,38,260.97,10,2024
16034,30-10-2024 01:00,172,26,1,164.95,164.95,30,260.7,10,2024
16035,30-10-2024 02:00,95,39,1,151.34,151.34,34,269.01,10,2024
16036,30-10-2024 03:00,13,58,1,56.91,56.91,50,267.12,10,2024
16037,30-10-2024 04:00,90,27,1,55.43,55.43,25,272.54,10,2024
16038,30-10-2024 05:00,140,40,1,100.83,100.83,44,271.95,10,2024
16039,30-10-2024 06:00,82,31,1,127.03,127.03,35,277.68,10,2024
16040,30-10-2024 07:00,9,3,1,154.55,154.55,37,284.39,10,2024
16041,30-10-2024 08:00,48,88,1,139.35,139.35,47,287.44,10,2024
16042,30-10-2024 09:00,49,15,1,51.85,51.85,57,296.3,10,2024
16043,30-10-2024 10:00,53,54,1,183.75,183.75,63,294.43,10,2024
16044,30-10-2024 11:00,184,70,1,200.18,200.18,52,293.99,10,2024
16045,30-10-2024 12:00,40,11,1,24.03,24.03,64,293.81,10,2024
16046,30-10-2024 13:00,107,30,1,27.69,27.69,65,295.48,10,2024
16047,30-10-2024 14:00,24,35,1,191.98,191.98,58,295.1,10,2024
16048,30-10-2024 15:00,200,43,1,26.36,26.36,52,291.15,10,2024
16049,30-10-2024 16:00,108,61,1,89.3,89.3,53,284.9,10,2024
16050,30-10-2024 17:00,33,40,1,97.32,97.32,49,285.48,10,2024
16051,30-10-2024 18:00,23,93,2,159.97,319.94,52,279.97,10,2024
16052,30-10-2024 19:00,77,87,1,149.38,149.38,49,275.22,10,2024
16053,30-10-2024 20:00,54,42,3,109.06,327.18,44,269.62,10,2024
16054,30-10-2024 21:00,53,42,2,114.02,228.04,47,266.11,10,2024
16055,30-10-2024 22:00,49,3,2,154.89,309.78,39,266.78,10,2024
16056,30-10-2024 23:00,78,90,1,105.1,105.1,45,266.05,10,2024
16057,31-10-2024 00:00,80,78,1,33.6,33.6,27,262.65,10,2024
16058,31-10-2024 01:00,177,83,1,80.02,80.02,39,263.87,10,2024
16059,31-10-2024 02:00,102,85,1,73.77,73.77,35,263.95,10,2024
16060,31-10-2024 03:00,122,21,1,131.02,131.02,31,273.14,10,2024
16061,31-10-2024 04:00,188,73,1,21.47,21.47,31,269.51,10,2024
16062,31-10-2024 05:00,103,77,1,158.58,158.58,29,278.6,10,2024
16063,31-10-2024 06:00,90,53,1,191.94,191.94,39,279.77,10,2024
16064,31-10-2024 07:00,90,44,3,185.61,556.83,48,283.51,10,2024
16065,31-10-2024 08:00,193,46,1,141.07,141.07,54,284.21,10,2024
16066,31-10-2024 09:00,160,37,1,73.25,73.25,58,288.85,10,2024
16067,31-10-2024 10:00,121,38,1,37.89,37.89,57,290.47,10,2024
16068,31-10-2024 11:00,149,88,1,139.4,139.4,59,296.72,10,2024
16069,31-10-2024 12:00,146,38,2,37.56,75.12,60,297.38,10,2024
16070,31-10-2024 13:00,60,11,2,23.59,47.18,52,297.81,10,2024
16071,31-10-2024 14:00,122,93,1,159.53,159.53,55,293.88,10,2024
16072,31-10-2024 15:00,141,45,1,67.82,67.82,54,291.17,10,2024
16073,31-10-2024 16:00,152,64,1,86.27,86.27,56,287.58,10,2024
16074,31-10-2024 17:00,30,44,2,183.26,366.52,60,282.18,10,2024
16075,31-10-2024 18:00,130,81,1,177.24,177.24,41,278.77,10,2024
16076,31-10-2024 19:00,83,62,1,71.51,71.51,41,270.24,10,2024
16077,31-10-2024 20:00,111,90,2,103.3,206.6,51,276.43,10,2024
16078,31-10-2024 21:00,108,61,1,87.47,87.47,51,267.56,10,2024
16079,31-10-2024 22:00,111,90,1,106.66,106.66,39,266.79,10,2024
16080,31-10-2024 23:00,25,12,1,196.25,196.25,43,263.29,10,2024
16081,01-11-2024 00:00,50,82,1,131.1,131.1,43,264.32,11,2024
16082,01-11-2024 01:00,14,9,1,126.55,126.55,44,265.1,11,2024
16083,01-11-2024 02:00,134,67,1,45.3,45.3,40,264.62,11,2024
16084,01-11-2024 03:00,76,74,1,170.16,170.16,52,268.96,11,2024
16085,01-11-2024 04:00,84,2,1,194.76,194.76,43,271.64,11,2024
16086,01-11-2024 05:00,87,8,1,176.7,176.7,45,276.6,11,2024
16087,01-11-2024 06:00,158,43,1,25.94,25.94,37,280.45,11,2024
16088,01-11-2024 07:00,30,18,1,108.71,108.71,49,280.03,11,2024
16089,01-11-2024 08:00,166,52,3,160.96,482.88,53,288.93,11,2024
16090,01-11-2024 09:00,58,39,3,145.08,435.24,69,290.59,11,2024
16091,01-11-2024 10:00,94,31,1,128.99,128.99,69,296.47,11,2024
16092,01-11-2024 11:00,41,14,2,60.94,121.88,69,295.19,11,2024
16093,01-11-2024 12:00,94,64,3,82.97,248.91,62,295.85,11,2024
16094,01-11-2024 13:00,57,97,3,117.46,352.38,67,294.05,11,2024
16095,01-11-2024 14:00,164,93,1,159.33,159.33,60,296.25,11,2024
16096,01-11-2024 15:00,64,44,1,183.01,183.01,61,288.84,11,2024
16097,01-11-2024 16:00,98,60,2,76.05,152.1,61,289.84,11,2024
16098,01-11-2024 17:00,16,97,1,117.27,117.27,58,280.6,11,2024
16099,01-11-2024 18:00,88,99,2,24.61,49.22,51,279.69,11,2024
16100,01-11-2024 19:00,78,2,2,198.03,396.06,56,275.38,11,2024
16101,01-11-2024 20:00,90,99,3,24.61,73.83,54,271.18,11,2024
16102,01-11-2024 21:00,72,32,1,52.16,52.16,51,270.38,11,2024
16103,01-11-2024 22:00,14,36,1,160.79,160.79,45,268.32,11,2024
16104,01-11-2024 23:00,31,55,1,124.19,124.19,36,266.45,11,2024
16105,02-11-2024 00:00,66,87,1,150.11,150.11,66,263.17,11,2024
16106,02-11-2024 01:00,112,63,1,161.84,161.84,70,267.57,11,2024
16107,02-11-2024 02:00,68,69,1,33.63,33.63,64,263.98,11,2024
16108,02-11-2024 03:00,193,80,1,40.24,40.24,66,264.91,11,2024
16109,02-11-2024 04:00,55,40,1,100.72,100.72,65,270.32,11,2024
16110,02-11-2024 05:00,123,24,1,82.62,82.62,61,277.09,11,2024
16111,02-11-2024 06:00,168,58,1,56.55,56.55,64,278.23,11,2024
16112,02-11-2024 07:00,153,28,1,112.75,112.75,75,288.99,11,2024
16113,02-11-2024 08:00,25,62,2,70.09,140.18,94,290.32,11,2024
16114,02-11-2024 09:00,131,25,3,101.74,305.22,97,289.91,11,2024
16115,02-11-2024 10:00,69,7,1,29.44,29.44,94,296.19,11,2024
16116,02-11-2024 11:00,102,38,1,38.57,38.57,105,295.66,11,2024
16117,02-11-2024 12:00,118,71,2,161.38,322.76,108,294.84,11,2024
16118,02-11-2024 13:00,26,86,1,80.04,80.04,119,296.33,11,2024
16119,02-11-2024 14:00,40,86,3,78.73,236.19,120,294.75,11,2024
16120,02-11-2024 15:00,38,91,3,43.06,129.18,102,292.49,11,2024
16121,02-11-2024 16:00,166,97,5,119.84,599.2,108,284.25,11,2024
16122,02-11-2024 17:00,196,45,1,68.41,68.41,89,282.76,11,2024
16123,02-11-2024 18:00,7,32,1,49.26,49.26,88,281.49,11,2024
16124,02-11-2024 19:00,158,32,1,50.95,50.95,71,277.69,11,2024
16125,02-11-2024 20:00,120,1,1,86.25,86.25,85,266.75,11,2024
16126,02-11-2024 21:00,147,74,1,162.28,162.28,80,265.91,11,2024
16127,02-11-2024 22:00,35,45,1,66.42,66.42,68,265.23,11,2024
16128,02-11-2024 23:00,161,64,1,86.16,86.16,73,263.61,11,2024
16129,03-11-2024 00:00,161,68,1,162.98,162.98,69,267.09,11,2024
16130,03-11-2024 01:00,78,93,1,155.13,155.13,66,264.14,11,2024
16131,03-11-2024 02:00,38,7,1,30.27,30.27,62,264.89,11,2024
16132,03-11-2024 03:00,138,38,1,39.15,39.15,64,265.93,11,2024
16133,03-11-2024 04:00,185,70,1,199.72,199.72,67,272.32,11,2024
16134,03-11-2024 05:00,28,53,1,186.43,186.43,61,280.6,11,2024
16135,03-11-2024 06:00,100,75,1,152.38,152.38,67,283.54,11,2024
16136,03-11-2024 07:00,38,73,1,21.05,21.05,73,284.72,11,2024
16137,03-11-2024 08:00,144,30,2,27.88,55.76,88,287.17,11,2024
16138,03-11-2024 09:00,124,22,2,44.67,89.34,104,287.88,11,2024
16139,03-11-2024 10:00,149,58,1,54.38,54.38,101,290.63,11,2024
16140,03-11-2024 11:00,92,73,6,20.94,125.64,95,297.79,11,2024
16141,03-11-2024 12:00,97,55,2,127.46,254.92,118,298.05,11,2024
16142,03-11-2024 13:00,6,46,4,139.81,559.24,112,297.37,11,2024
16143,03-11-2024 14:00,169,97,1,112.87,112.87,103,293.21,11,2024
16144,03-11-2024 15:00,127,26,2,163.32,326.64,101,291.89,11,2024
16145,03-11-2024 16:00,15,64,1,86.92,86.92,100,288.54,11,2024
16146,03-11-2024 17:00,108,80,2,40.38,80.76,98,283.82,11,2024
16147,03-11-2024 18:00,131,9,1,131.52,131.52,93,277.39,11,2024
16148,03-11-2024 19:00,43,87,2,151.95,303.9,85,275.07,11,2024
16149,03-11-2024 20:00,47,15,1,52.57,52.57,77,268.15,11,2024
16150,03-11-2024 21:00,99,19,1,99.2,99.2,73,263.66,11,2024
16151,03-11-2024 22:00,14,16,1,53.54,53.54,71,265.39,11,2024
16152,03-11-2024 23:00,194,25,1,103.41,103.41,66,265.48,11,2024
16153,04-11-2024 00:00,157,99,1,24.24,24.24,39,264.3,11,2024
16154,04-11-2024 01:00,132,51,1,190.64,190.64,51,259.9,11,2024
16155,04-11-2024 02:00,154,77,1,152.13,152.13,43,262.48,11,2024
16156,04-11-2024 03:00,115,46,1,140.4,140.4,52,269.36,11,2024
16157,04-11-2024 04:00,140,7,1,29.91,29.91,38,269.85,11,2024
16158,04-11-2024 05:00,2,34,1,188.62,188.62,45,276.64,11,2024
16159,04-11-2024 06:00,145,58,1,55.17,55.17,32,277.76,11,2024
16160,04-11-2024 07:00,35,78,1,32.51,32.51,58,283.46,11,2024
16161,04-11-2024 08:00,10,23,1,74.69,74.69,53,283.93,11,2024
16162,04-11-2024 09:00,112,23,2,72.19,144.38,58,288.87,11,2024
16163,04-11-2024 10:00,171,17,1,75.58,75.58,74,297.83,11,2024
16164,04-11-2024 11:00,21,13,2,172.85,345.7,66,299.46,11,2024
16165,04-11-2024 12:00,15,27,1,53.94,53.94,60,296.31,11,2024
16166,04-11-2024 13:00,163,66,1,116.86,116.86,84,297.36,11,2024
16167,04-11-2024 14:00,112,30,1,28.84,28.84,62,293.33,11,2024
16168,04-11-2024 15:00,126,4,1,125.23,125.23,62,295.36,11,2024
16169,04-11-2024 16:00,85,94,1,121.82,121.82,63,288.14,11,2024
16170,04-11-2024 17:00,85,67,1,44.57,44.57,63,281.46,11,2024
16171,04-11-2024 18:00,188,14,2,58.7,117.4,59,280.54,11,2024
16172,04-11-2024 19:00,172,11,1,23.45,23.45,42,276.04,11,2024
16173,04-11-2024 20:00,5,40,1,99.41,99.41,44,271.8,11,2024
16174,04-11-2024 21:00,117,87,1,155.23,155.23,51,273.62,11,2024
16175,04-11-2024 22:00,146,96,1,110.44,110.44,40,264.05,11,2024
16176,04-11-2024 23:00,149,3,1,149.58,149.58,37,266.76,11,2024
16177,05-11-2024 00:00,72,1,1,88.36,88.36,41,264.1,11,2024
16178,05-11-2024 01:00,74,9,1,129.23,129.23,51,263.59,11,2024
16179,05-11-2024 02:00,51,73,1,21.49,21.49,39,265.4,11,2024
16180,05-11-2024 03:00,169,76,1,151.52,151.52,42,270,11,2024
16181,05-11-2024 04:00,24,1,1,87.53,87.53,47,275.39,11,2024
16182,05-11-2024 05:00,152,16,1,53.86,53.86,44,275.21,11,2024
16183,05-11-2024 06:00,38,94,1,123.01,123.01,36,280.18,11,2024
16184,05-11-2024 07:00,44,72,1,59.53,59.53,50,286.78,11,2024
16185,05-11-2024 08:00,185,46,3,143.56,430.68,70,289.3,11,2024
16186,05-11-2024 09:00,187,10,1,147.53,147.53,61,290.5,11,2024
16187,05-11-2024 10:00,162,33,4,31.66,126.64,63,294.71,11,2024
16188,05-11-2024 11:00,75,41,1,41.35,41.35,66,295.17,11,2024
16189,05-11-2024 12:00,95,51,2,188.74,377.48,67,303.7,11,2024
16190,05-11-2024 13:00,23,22,1,45.22,45.22,70,299.56,11,2024
16191,05-11-2024 14:00,124,16,1,50.76,50.76,70,297.21,11,2024
16192,05-11-2024 15:00,86,83,1,82.71,82.71,62,293.28,11,2024
16193,05-11-2024 16:00,43,75,1,144.87,144.87,70,289.7,11,2024
16194,05-11-2024 17:00,40,62,1,70.63,70.63,60,286.48,11,2024
16195,05-11-2024 18:00,47,53,1,188.69,188.69,58,284.14,11,2024
16196,05-11-2024 19:00,169,75,1,148.94,148.94,52,278.4,11,2024
16197,05-11-2024 20:00,175,14,1,56.75,56.75,37,272.98,11,2024
16198,05-11-2024 21:00,20,59,1,28.47,28.47,52,269.8,11,2024
16199,05-11-2024 22:00,109,26,1,161.8,161.8,41,267.88,11,2024
16200,05-11-2024 23:00,193,44,1,190.9,190.9,42,264.53,11,2024
16201,06-11-2024 00:00,68,20,1,70.59,70.59,34,263.81,11,2024
16202,06-11-2024 01:00,24,84,1,30.62,30.62,40,266.1,11,2024
16203,06-11-2024 02:00,36,5,1,47.1,47.1,41,267.47,11,2024
16204,06-11-2024 03:00,45,65,1,67.72,67.72,35,264.41,11,2024
16205,06-11-2024 04:00,130,11,1,23.32,23.32,37,270.12,11,2024
16206,06-11-2024 05:00,28,47,1,74.67,74.67,41,280.79,11,2024
16207,06-11-2024 06:00,154,10,1,147.38,147.38,37,280.37,11,2024
16208,06-11-2024 07:00,23,61,1,90.05,90.05,49,288.89,11,2024
16209,06-11-2024 08:00,164,92,1,143.99,143.99,55,285.94,11,2024
16210,06-11-2024 09:00,91,45,2,68.2,136.4,65,290.66,11,2024
16211,06-11-2024 10:00,134,47,1,77.01,77.01,59,293.65,11,2024
16212,06-11-2024 11:00,163,34,1,194.38,194.38,62,294.87,11,2024
16213,06-11-2024 12:00,103,13,2,173.94,347.88,81,298.28,11,2024
16214,06-11-2024 13:00,38,89,2,176.26,352.52,68,295.29,11,2024
16215,06-11-2024 14:00,163,23,2,71.77,143.54,60,291.43,11,2024
16216,06-11-2024 15:00,94,36,3,166.84,500.52,56,291.08,11,2024
